unqiue_id	response
2022MNRAS.514.5570N__in_1928_Instance_1	"{
""Task"": [""examine the stellar populations""],
""Material"": [""UVIT"", ""AstroSat"", ""NGC 5053"", ""GALEX""],
""Technique"": [],
""Process"": [],
""Measure"": [""l = 335°.70"", ""b = 78°.95"", ""distance of 17.54 ± 0.23 kpc"", ""metallicity is estimated to be [Fe/H] = −2.27"", ""rt = 15.2 ± 3.3 arcmin""],
""Concept"": [""galactic GC"", ""stellar populations"", ""tidal radius"", ""RR Lyrae variables"", ""SX Phoenicis stars"", ""HB"", ""RR Lyrae instability strip"", ""BSSs"", ""Milky Way"", ""Sgr dSph""]
}"
2015MNRAS.451.2663H___2005_Instance_1	"{
""Task"": [""galaxy formation theory"", ""cosmological structure formation""],
""Material"": [""observations"", ""galaxy population"", ""observational data sets""],
""Technique"": [""semi-analytic modelling"", ""simulations"", ""statistical methods"", ""sampling methods""],
""Process"": [""galaxy formation"", ""evolution of individual galaxies"", ""modelling"", ""comparison with observation""],
""Measure"": [""abundances"", ""scaling relations"", ""clustering"", ""redshift""],
""Concept"": [""Λ cold dark matter (ΛCDM)"", ""baryonic processes"", ""astrophysical processes"", ""parameter spaces""]
}"
2022MNRAS.517.3881L__GRB_2004_Instance_1	"{
""Task"": [""GRB afterglow emission"", ""magnetar"", ""GF""],
""Material"": [""magnetar"", ""NSs"", ""GRB 200415A"", ""SGR 1806-20""],
""Technique"": [""synchrotron emission""],
""Process"": [""shock produced"", ""relativistic ejecta colliding"", ""internal shocks"", ""dissipation"", ""evacuate a cavity"", ""expansion of the ejecta"", ""colliding with the bow-shock shell""],
""Measure"": [""magnetic energy E"", ""electron energy"", ""CSM density"", ""n = 10^{-2} cm^{-3}"", ""n = 10^{-5} cm^{-3}""],
""Concept"": [""hot fireball"", ""electron–positron pairs"", ""baryon-rich crust"", ""baryon-poor outflow"", ""Poynting flux"", ""pulsar wind"", ""cavity environment"", ""ambient medium"", ""bow-shock shell""]
}"
2021ApJ...912..163B__Brennecka_et_al._2020_Instance_1	"{
""Task"": [""condensation temperature"", ""elemental and isotopic compositions"", ""chemical and isotopic signatures""],
""Material"": [""CC chondrites"", ""CI chondrites"", ""CC iron meteorites"", ""CAIs"", ""NC chondrites"", ""ordinary chondrites"", ""enstatite chondrites"", ""Rumuruti chondrites"", ""Ti"", ""Cr"", ""Mo"", ""Ni"", ""Bi"", ""Ag"", ""Pb"", ""Zn"", ""Te"", ""Sn""],
""Technique"": [],
""Process"": [""condensation"", ""mixing"", ""chondrule formation"", ""volatile loss"", ""addition of refractory materials""],
""Measure"": [""Si-normalized concentrations"", ""condensation temperature"", ""isotopic compositions"", ""elemental concentrations"", ""uncertainties""],
""Concept"": [""refractory elements"", ""main component elements"", ""slope-volatile elements"", ""plateau volatile elements"", ""lithophile elements"", ""siderophile elements"", ""chalcophile behaviors"", ""redox state""]
}"
2020ApJ...899L..10F__Tomida_et_al._2013_Instance_1	"{
""Task"": [""Understanding of the low-mass star formation process""],
""Material"": [""molecular clouds"", ""dense cores"", ""starless cores"", ""protostellar cores""],
""Technique"": [""theoretical work"", ""magnetohydrodynamic (MHD) simulations"", ""survey-type observation""],
""Process"": [""fragmentation and condensation"", ""gravitational collapse"", ""star formation process"", ""isothermal and adiabatic collapse""],
""Measure"": [""central density"", ""lifetime"", ""velocity"", ""opening angle""],
""Concept"": [""low-mass star formation"", ""protostar"", ""first core"", ""prestellar and protostellar core"", ""starless phase""]
}"
2016AandA...588A..74C__Böhm-Vitense_1958_Instance_1	"{
""Material"": [""LPCODE"", ""pre-WDs"", ""WD"", ""progenitor stars""],
""Technique"": [""LPCODE stellar evolution code"", ""Mixing Length Theory"", ""MLT"", ""ML1"", ""ML2"", ""ML3""],
""Process"": [""stellar evolution"", ""WD formation"", ""convection"", ""convective mixing"", ""nuclear reactions"", ""element diffusion"", ""gravitational settling"", ""chemical diffusion"", ""thermal diffusion""],
""Measure"": [""metallicity"", ""Z"", ""α"", ""a"", ""b"", ""c""],
""Concept"": [""pulsational analysis"", ""stellar evolution models"", ""evolutionary history"", ""convective cell"", ""convective flux"", ""convective efficiency"", ""pulsation stability"", ""radiative opacities"", ""conductive opacities"", ""equation of state"", ""neutrino emission rates"", ""nuclear network"", ""thermonuclear reaction rates"", ""residual nuclear burning"", ""cooling of low-mass WDs""]
}"
2016AandA...592L..11S__Vasyunin_&_Herbst_(2013)_Instance_1_1648	"{
""Material"": [""dust grains"", ""ices"", ""methanol"", ""c-C3H2"", ""CO"", ""H2"", ""Herschel map""],
""Technique"": [""hydrogenation"", ""photo-desorption"", ""reactive/chemical desorption"", ""thermal desorption""],
""Process"": [""desorption"", ""formation"", ""photo-chemistry"", ""freeze-out""],
""Measure"": [""dust temperature"", ""column density"", ""volume density"", ""integrated intensities""],
""Concept"": [""prestellar cores"", ""gas phase"", ""dense core"", ""filament"", ""envelope material"", ""ISRF"", ""carbon monoxide"", ""cyclopropenylidene""]
}"
2020ApJ...894...61P__Yuan_et_al._2009_Instance_1	"{
""Task"": [""observational signatures of an ADAF wind""],
""Material"": [""R1"", ""LLAGNs"", ""SMBH"", ""circumnuclear medium""],
""Technique"": [""theories"", ""numerical simulations""],
""Process"": [""magnetic reconnection"", ""outward propagating wind shocking"", ""shock-accelerating relativistic electrons"", ""shock-heating the circumnuclear medium""],
""Measure"": [""bolometric luminosity"", ""Eddington accretion rate"", ""radiative efficiency"", ""2–10 keV luminosity"", ""0.5–2 keV luminosity"", ""kinetic energy""],
""Concept"": [""ADAF wind"", ""hot accretion flows"", ""accretion flow"", ""corona region"", ""synchrotron radiation"", ""relativistic electrons"", ""Schwarzschild radius""]
}"
2018ApJ...864..165W__Golub_et_al._1974_Instance_1	"{
""Task"": [""estimating the free energy release rate"", ""explaining periodicity""],
""Material"": [""plasma"", ""magnetic energy"", ""simulation""],
""Technique"": [""interchange reconnection"", ""numerical diffusion""],
""Process"": [""energy injection"", ""ramp up of the driver"", ""scaling the values"", ""reconnection cycle""],
""Measure"": [""energy release rate"", ""energy injection rate"", ""outflow speeds"", ""period of reconnection cycles""],
""Concept"": [""free magnetic energy"", ""quasi-periodic reconnection bursts"", ""bright points"", ""minority-polarity elements"", ""surface motions"", ""photospheric speeds"", ""reconnection jets"", ""thermodynamics""]
}"
2017AandA...604A.118T__Zaritsky_et_al._1994_Instance_1	"{
""Task"": [""chemical distributions"", ""metallicity gradients"", ""evolution of the stellar metallicity gradients""],
""Material"": [""HII regions"", ""young stellar populations"", ""ISM"", ""planetary nebulae"", ""galaxies"", ""CALIFA"", ""SDDS-IV MaNGA survey""],
""Technique"": [],
""Process"": [],
""Measure"": [""metallicity profiles"", ""dex kpc-1"", ""stellar mass"", ""size"", ""half-mass radius""],
""Concept"": [""Local Universe"", ""disc galaxies"", ""stellar metallicity gradients"", ""gas-phase components"", ""physical processes""]
}"
2017ApJ...850...75S__Bugaev_et_al._2016_Instance_2	"{
""Task"": [""modeling the NS interiors"", ""study of NS properties""],
""Material"": [""compact astrophysical objects"", ""neutrons"", ""protons"", ""electrons"", ""hyperons"", ""hadrons"", ""nuclear matter""],
""Technique"": [""grand canonical ensemble"", ""statistical (thermal) models"", ""Hadron Resonance Gas (HRG) model"", ""induced surface tension (IST)""],
""Process"": [""formulation of EoS"", ""analysis of the particle yields"", ""account for the hard core repulsion"", ""introducing the induced surface tension""],
""Measure"": [""speed of sound"", ""speed of light"", ""normal nuclear densities""],
""Concept"": [""multicomponent character"", ""short-range repulsive interaction"", ""hard core nature"", ""thermal excitations"", ""deconfinement of the color degrees of freedom"", ""quark-gluon plasma"", ""virial expansion"", ""hadronic spectrum"", ""causal behavior""]
}"
2016ApJ...832..128C___1983a_Instance_1	"{
""Task"": [""understanding of proton acceleration"", ""SEP acceleration""],
""Material"": [""solar energetic particle (SEP) events"", ""ground-level events (GLEs)"", ""Advanced Composition Explorer (ACE)"", ""SAMPEX""],
""Technique"": [],
""Process"": [],
""Measure"": ["">500 MeV protons"", "">10 MeV/nuc"", "">25 MeV""],
""Concept"": [""flare picture"", ""shock picture"", ""coronal shock waves"", ""type II solar radio bursts"", ""metric type III bursts"", ""coronal mass ejections (CMEs)"", ""SEP composition"", ""charge states"", ""longitude distribution of SEP-associated flares""]
}"
2018MNRAS.479.3254V___2000_Instance_2	"{
""Task"": [""lifetime of molecular clouds"", ""star formation rate"", ""star formation efficiency""],
""Material"": [""molecular clouds"", ""interstellar medium"", ""young clusters"", ""giant molecular clouds"", ""Milky Way GMCs""],
""Technique"": [""numerical simulations""],
""Process"": [""evolutionary process"", ""star formation activity""],
""Measure"": [""star formation rate"", ""star formation efficiency""],
""Concept"": [""interstellar medium"", ""star formation"", ""molecular clouds"", ""stellar feedback"", ""stellar initial mass functions"", ""radial age gradients""]
}"
2021MNRAS.507.5882S__Mackereth_et_al._2018_Instance_3	"{
""Task"": [""investigate the origin of the bimodality"", ""reproduce the abundance trends"", ""understand how frequently do we get the bimodality"", ""what is the mechanism for it""],
""Material"": [""cosmological hydro dynamical N-body simulations"", ""full N-body simulations"", ""hybrid simulations"", ""semi-analytic chemical evolution"", ""cosmological simulation""],
""Technique"": [""N-body simulations"", ""semi-analytic chemical evolution"", ""cosmological hydro dynamical N-body simulations"", ""hybrid simulations""],
""Process"": [""migration"", ""vigorous star formation"", ""gas accretion"", ""convert gas to stars"", ""chemical enrichment""],
""Measure"": [""([Fe/H], [α/Fe]) plane"", ""([Fe/H], [α/Fe]) distribution with radius R""],
""Concept"": [""bimodality"", ""thin disc"", ""thick disc"", ""metal poor"", ""rich in [α/Fe]"", ""metal-rich"", ""poor in [α/Fe]"", ""Schönrich & Binney (2009a) paradigm"", ""high-[α/Fe] sequence"", ""low-[α/Fe] sequence"", ""ISM""]
}"
2018AandA...618A.145O__Brouillet_et_al._2013_Instance_1	"{
""Material"": [""IRAS16293-2422"", ""IRAS4A"", ""NGC 2264 CMM3"", ""Cep E-mm"", ""Orion-KL"", ""W3(OH)"", ""SgrB2"", ""G29.96"", ""IRAS 23151+5912"", ""IRAS 05358+3543"", ""G35.20"", ""ALMA""],
""Concept"": [""chemical differentiation"", ""COMs"", ""complex O-bearing species"", ""complex N-bearing species"", ""hot core"", ""hot corino"", ""high-mass star forming regions"", ""HMSFRs"", ""protostellar systems"", ""star forming regions""],
""Measure"": [""millimetre thermal dust"", ""molecular line emissions"", ""source luminosities"", ""relative abundance of complex organic molecules"", ""dynamical timescales""],
""Task"": [""study of chemical differentiation in multiple protostellar systems"", ""investigation of chemical diversity in high-mass star forming regions""]
}"
2020ApJ...898L..56L__Abdo_et_al._2010_Instance_1	"Here is the output in JSON format:

{
""Task"": [""investigate the relationship between γ-ray and optical emissions""],
""Material"": [""4FGL J1510.1+5702"", ""GB 1508+5714"", ""Fermi-LAT"", ""iPTF/ZTF"", ""ZTF light curves""],
""Technique"": [""γ-ray light curve"", ""time bin γ-ray light curve""],
""Process"": [""zoomed-in"", ""binning""],
""Measure"": [""TS value"", ""flux state"", ""variability amplitude"", ""optical spectral color"", ""photometric uncertainties"", ""variability timescale"", ""optical depth"", ""absorption length"", ""Doppler factor""],
""Concept"": [""jet"", ""leptonic radiation scenario"", ""synchrotron peaked blazars"", ""FSRQs"", ""accretion disk emission"", ""emitting electrons"", ""jet blob"", ""soft photons""]
}"
2020MNRAS.496.1718E__Wong_et_al._2019_Instance_2	"{
""Task"": [""reproducing the lensed images"", ""analysis of time delays"", ""solution to the H0 tension""],
""Material"": [""lensed quasar images"", ""lens galaxies"", ""simulations"", ""galaxies""],
""Technique"": [""source-position transformation"", ""reconstructions""],
""Process"": [""cosmographic analyses"", ""including the information contained in the kinematic properties""],
""Measure"": [""fractional error on the Hubble constant"", ""statistical error""],
""Concept"": [""cored central mass density distribution"", ""lensing potential"", ""MSDs"", ""baryonic processes"", ""dark matter properties"", ""power-law mass distributions"", ""Hubble constant"", ""H0 tension"", ""degeneracies""]
}"
2016MNRAS.461..385B__Collings_et_al._2004_Instance_1	"{
""Task"": [""model discrimination""],
""Material"": [""CO"", ""water ice"", ""C18O"", ""HD 163296"", ""TW Hya""],
""Technique"": [""MCMax models"", ""SED model fitting""],
""Process"": [""analysis of mid-plane temperature profile"", ""modelling of molecular line emission"", ""fitting the molecular line emission together with the SED""],
""Measure"": [""mid-plane temperature"", ""freeze-out temperature"", ""CO snowline location"", ""snowline radius""],
""Concept"": [""CO snowline"", ""freeze-out temperature of CO"", ""sublimation temperature of CO"", ""chemical history of the ice""]
}"
2020AandA...641A.155V__Gómez-Guijarro_et_al._2019_Instance_2_1552	"{
""Task"": [""definition of what a starburst is""],
""Material"": [""galaxies"", ""CO"", ""dust"", ""molecular gas""],
""Technique"": [],
""Process"": [],
""Measure"": [""M⋆-SFR correlation"", ""ΣSFR"", ""ΔMS"", ""SFE"", ""dust temperatures"", ""opacities""],
""Concept"": [""starburst"", ""main-sequence"", ""transitional objects"", ""SLED"", ""CO excitation"", ""starburst-like behaviors""]
}"
2016ApJ...826..168X__Bai_2014_Instance_2	"{
""Task"": [""angular-momentum transport"", ""planet formation"", ""gap opening""],
""Material"": [""protoplanetary disks"", ""MRI"", ""magnetic fields"", ""gas giant planets""],
""Technique"": [""MHD effects"", ""Ohmic dissipation"", ""ambipolar diffusion"", ""Hall effect"", ""three-dimensional simulations""],
""Process"": [""layered accretion"", ""ionization"", ""magnetocentrifugal wind""],
""Measure"": [""viscosity"", ""ionization level"", ""angular-momentum transport""],
""Concept"": [""core accretion scenario"", ""photoevaporation"", ""dead zone"", ""active zone"", ""midplane region"", ""surface layer"", ""outer disk"", ""inner disk""]
}"
